-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -3.1   Longitude -60.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 51.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_MAX,WS10M_MIN,WD10M,PS
2020,4,17,5.15,0.52,26.73,28.89,24.65,14.75,83.12,0.8,1.52,0.07,129.31,100.73
2020,4,18,4.06,0.41,25.47,27.18,24.35,9.97,90.06,1.14,1.62,0.51,180.56,100.74
2020,4,19,3.91,0.4,25.73,27.77,24.06,1.57,86.88,0.95,1.71,0.16,224.56,100.69
2020,4,20,4.81,0.49,26.15,28.07,24.24,10.22,87.25,1.08,1.71,0.55,95.44,100.66
2020,4,21,6.08,0.62,26.93,29.15,25.08,3.25,83.5,1.03,1.59,0.49,281.25,100.65
2020,4,22,3.2,0.33,26.43,27.44,25.74,8.18,86.44,0.77,1.34,0.4,209.69,100.59
2020,4,23,4.67,0.48,27.22,29.29,25.19,5.9,81.75,0.57,1.27,0.12,199.88,100.48
2020,4,24,5.04,0.52,26.83,28.56,25.38,16.66,86.06,0.88,1.6,0.04,170.12,100.45
2020,4,25,1.54,0.16,25.73,26.23,24.6,46.44,90.75,0.95,1.91,0.16,122.88,100.56
2020,4,26,6.03,0.62,26.3,28.98,24.26,27.47,88.06,1.23,1.95,0.52,87.0,100.6
2020,4,27,4.77,0.49,26.12,27.22,24.92,5.78,90.19,0.78,1.56,0.11,142.06,100.62
2020,4,28,4.42,0.46,26.68,28.85,24.65,2.78,88.56,1.08,1.98,0.17,136.75,100.55
2020,4,29,5.56,0.58,26.92,29.42,25.0,0.83,89.0,1.33,1.56,0.94,90.62,100.53
2020,4,30,4.23,0.44,26.27,28.05,25.02,7.86,92.88,1.35,1.77,0.86,98.25,100.63
2020,5,1,4.94,0.52,26.66,28.91,24.88,5.11,90.62,1.31,1.61,0.81,105.62,100.66
2020,5,2,2.26,0.23,26.69,28.82,25.49,11.84,91.19,1.34,1.62,0.67,107.31,100.61
2020,5,3,4.33,0.45,26.54,29.01,24.91,8.21,90.44,1.43,1.87,0.94,98.81,100.48
2020,5,4,4.58,0.48,26.78,29.19,24.89,6.08,90.38,1.31,1.73,0.8,105.69,100.33
2020,5,5,3.34,0.35,26.71,28.33,25.5,9.9,90.25,1.05,1.65,0.35,102.81,100.4
2020,5,6,1.92,0.2,25.9,27.15,24.9,14.41,93.81,1.23,1.8,0.52,118.94,100.53
2020,5,7,3.21,0.34,26.37,28.94,24.41,4.45,90.25,1.28,1.49,0.9,135.25,100.65
2020,5,8,3.67,0.39,26.17,28.96,24.08,5.58,89.56,1.16,1.58,0.56,115.31,100.72
2020,5,9,4.63,0.49,26.73,29.1,24.65,4.47,87.25,1.06,1.76,0.3,141.25,100.66
2020,5,10,4.11,0.44,27.01,28.72,25.6,7.76,87.44,1.06,1.67,0.47,74.75,100.61
2020,5,11,4.34,0.46,27.33,29.48,25.72,9.44,88.94,1.28,1.72,0.77,102.12,100.51
2020,5,12,5.26,0.56,26.82,28.86,25.33,4.27,91.38,1.3,1.66,0.73,103.56,100.49
2020,5,13,3.08,0.33,26.13,27.36,25.26,22.58,92.19,1.08,1.57,0.52,76.88,100.57
2020,5,14,2.78,0.3,26.76,28.7,25.59,33.26,86.62,0.74,1.59,0.1,91.75,100.59
2020,5,15,4.64,0.5,26.21,28.05,25.03,13.22,91.75,1.09,1.52,0.44,98.31,100.64
2020,5,16,5.29,0.57,26.73,29.11,25.14,6.6,87.06,1.03,1.64,0.48,141.38,100.66
2020,5,17,4.33,0.47,26.25,28.43,24.72,8.06,91.12,1.25,1.61,0.66,99.81,100.6
2020,5,18,3.32,0.36,26.55,28.8,24.87,10.73,90.38,1.21,1.81,0.42,96.5,100.65
2020,5,19,3.09,0.34,25.8,27.8,24.62,35.53,93.25,1.14,1.44,0.55,80.94,100.69
2020,5,20,5.14,0.56,26.61,29.43,23.94,2.61,87.56,1.21,1.67,0.58,97.88,100.64
2020,5,21,4.57,0.5,26.75,29.15,24.9,2.94,90.56,1.37,1.65,0.95,98.81,100.59
2020,5,22,5.28,0.58,26.97,29.56,24.92,3.72,90.12,1.34,1.6,0.79,90.5,100.6
2020,5,23,2.69,0.3,26.16,27.87,24.77,22.59,95.38,1.09,1.42,0.69,99.69,100.71
2020,5,24,4.12,0.45,25.84,27.93,24.73,6.31,91.38,1.05,1.42,0.85,138.56,100.76
2020,5,25,4.03,0.45,25.89,28.3,24.28,1.83,89.88,1.3,1.7,0.88,154.19,100.68
2020,5,26,4.43,0.49,26.52,29.3,24.12,1.05,88.25,1.2,1.77,0.47,150.75,100.7
2020,5,27,5.43,0.6,26.72,29.31,24.53,0.02,86.31,1.14,1.69,0.57,125.81,100.54
2020,5,28,5.23,0.58,26.87,28.75,24.87,4.47,86.5,1.03,1.66,0.18,155.25,100.54
2020,5,29,4.52,0.5,27.14,28.58,26.19,10.38,85.62,0.77,1.43,0.19,111.81,100.61
2020,5,30,4.07,0.45,26.33,27.99,25.19,3.73,90.69,1.16,1.45,0.41,65.56,100.59
2020,5,31,3.96,0.44,25.75,27.53,24.4,5.42,93.5,1.15,1.55,0.59,96.94,100.63
2020,6,1,1.91,0.21,25.33,27.02,24.11,14.27,93.38,1.12,1.61,0.7,84.69,100.73
2020,6,2,3.78,0.42,26.02,28.82,23.65,2.55,89.38,1.11,1.63,0.27,78.38,100.64
2020,6,3,4.63,0.52,26.33,28.66,24.36,3.11,89.94,1.2,1.44,0.74,84.75,100.5
2020,6,4,4.47,0.5,26.53,29.1,24.29,0.62,88.31,1.29,1.6,0.55,100.38,100.58
2020,6,5,5.31,0.59,26.19,27.97,24.71,1.5,91.31,1.21,1.59,0.48,112.19,100.66
2020,6,6,4.78,0.54,26.26,28.17,24.83,8.55,92.44,1.09,1.66,0.46,95.44,100.69
2020,6,7,3.73,0.42,25.61,26.4,24.72,20.76,92.19,1.04,1.69,0.36,84.44,100.75
2020,6,8,5.45,0.61,26.83,29.04,25.13,1.71,82.88,0.69,1.16,0.18,172.81,100.72
2020,6,9,5.44,0.61,26.73,28.52,25.03,1.95,84.38,1.17,1.94,0.39,126.31,100.61
2020,6,10,5.12,0.58,26.68,29.27,24.61,1.16,86.06,1.12,1.77,0.41,76.25,100.54
2020,6,11,3.53,0.4,25.9,27.69,24.49,10.08,91.31,1.25,1.77,0.51,90.75,100.61
2020,6,12,3.4,0.38,25.65,27.59,24.32,13.04,91.44,1.11,1.75,0.54,77.94,100.56
2020,6,13,5.25,0.59,25.59,27.76,23.94,6.58,92.31,1.17,1.54,0.6,79.94,100.62
2020,6,14,4.47,0.51,25.57,27.62,23.9,2.35,91.75,1.31,1.89,0.59,99.25,100.73
2020,6,15,5.68,0.64,26.41,29.3,23.85,0.08,87.31,1.44,1.96,0.76,104.56,100.68
2020,6,16,4.32,0.49,26.21,28.12,24.33,13.55,89.25,1.28,1.81,0.55,109.06,100.67
2020,6,17,3.7,0.42,25.71,28.04,24.13,11.71,89.38,1.2,1.82,0.59,108.56,100.69
2020,6,18,5.07,0.57,25.87,28.2,23.7,4.83,90.06,1.32,1.91,0.59,96.5,100.6
2020,6,19,5.25,0.59,26.06,28.01,24.71,5.08,92.81,1.29,1.57,0.69,108.81,100.61
2020,6,20,5.49,0.62,26.12,28.6,24.13,1.27,89.81,1.38,1.74,0.71,108.75,100.6
2020,6,21,5.66,0.64,26.56,29.08,24.49,0.57,89.0,1.41,1.78,0.79,106.31,100.61
2020,6,22,5.83,0.66,26.8,29.29,24.69,1.5,88.38,1.42,1.76,0.81,109.69,100.57
2020,6,23,3.96,0.45,26.36,28.29,24.76,2.48,86.62,0.98,1.53,0.36,84.56,100.45
2020,6,24,5.64,0.64,26.19,28.37,24.51,2.78,87.44,1.24,2.0,0.38,79.12,100.45
2020,6,25,5.65,0.64,26.21,28.61,24.4,0.44,90.44,1.29,2.01,0.7,93.44,100.54
2020,6,26,5.17,0.59,26.48,28.76,24.64,2.61,90.31,1.35,1.8,0.72,99.62,100.47
2020,6,27,4.77,0.54,26.64,28.71,25.02,1.85,89.38,1.3,1.87,0.47,104.88,100.36
2020,6,28,4.76,0.54,25.83,27.11,24.9,7.37,94.69,1.11,1.45,0.61,113.38,100.43
2020,6,29,4.63,0.52,25.99,28.41,24.4,5.89,88.94,1.18,1.58,0.8,103.44,100.52
2020,6,30,5.31,0.6,25.49,27.21,23.75,4.16,88.12,1.13,1.88,0.23,88.88,100.53
2020,7,1,5.34,0.6,25.68,27.85,23.97,0.56,90.12,1.42,1.88,0.65,98.56,100.52
2020,7,2,5.01,0.56,26.08,29.01,23.23,1.91,88.62,1.18,1.57,0.82,96.25,100.45
2020,7,3,3.84,0.43,26.12,27.9,24.62,1.26,91.5,1.2,1.73,0.48,113.56,100.44
2020,7,4,4.86,0.55,26.37,28.06,25.11,1.68,89.94,1.16,1.78,0.38,101.31,100.41
2020,7,5,4.42,0.5,26.11,27.76,24.84,6.48,92.31,1.23,1.8,0.34,107.06,100.47
2020,7,6,5.84,0.66,26.27,28.42,24.85,3.23,90.44,1.27,1.87,0.77,98.69,100.5
2020,7,7,4.21,0.47,26.41,29.07,23.64,0.81,87.62,1.16,1.79,0.45,72.12,100.5
2020,7,8,5.29,0.59,26.19,28.31,24.74,1.68,88.25,1.19,1.76,0.62,81.12,100.51
2020,7,9,4.82,0.54,25.55,27.33,24.21,4.93,92.38,1.23,1.75,0.52,122.81,100.6
2020,7,10,4.35,0.48,25.76,27.44,23.87,6.04,90.38,0.86,1.38,0.35,110.44,100.6
2020,7,11,4.81,0.54,26.38,28.44,24.8,0.07,85.06,1.07,1.66,0.53,132.75,100.56
2020,7,12,5.45,0.61,26.37,29.2,23.74,0.06,87.88,1.41,1.9,0.81,105.19,100.57
2020,7,13,5.52,0.62,26.19,28.2,24.52,6.55,89.0,1.21,1.85,0.62,107.88,100.65
2020,7,14,5.91,0.66,25.98,28.5,24.21,3.54,89.31,1.38,2.15,0.62,113.25,100.66
2020,7,15,5.88,0.66,26.16,28.81,23.65,0.16,87.69,1.46,2.05,0.87,99.94,100.56
2020,7,16,5.03,0.55,26.33,29.1,23.76,0.8,88.44,1.46,1.92,0.76,112.44,100.6
2020,7,17,5.67,0.62,26.37,28.65,24.49,1.28,90.38,1.41,1.65,0.89,101.62,100.56
2020,7,18,5.44,0.6,26.19,28.19,24.43,2.31,90.38,1.28,1.59,0.62,84.25,100.47
2020,7,19,6.18,0.68,26.5,29.37,23.9,0.97,88.19,1.48,1.81,1.05,89.5,100.47
2020,7,20,6.39,0.7,26.51,29.49,23.79,0.91,87.5,1.43,1.77,0.88,104.0,100.46
2020,7,21,5.49,0.6,26.62,29.53,24.38,1.42,85.75,1.48,2.0,0.58,116.94,100.45
2020,7,22,5.3,0.58,26.68,29.3,24.48,0.74,85.5,1.34,1.94,0.67,105.0,100.46
2020,7,23,4.93,0.54,26.3,29.01,24.16,1.76,88.0,1.16,1.77,0.67,89.69,100.48
2020,7,24,4.57,0.5,26.39,28.93,24.55,1.3,89.25,1.23,1.81,0.66,87.88,100.49
2020,7,25,6.14,0.67,26.49,29.12,24.16,0.68,88.31,1.35,1.9,0.65,103.31,100.57
2020,7,26,5.78,0.63,27.0,29.44,25.05,1.72,85.44,1.18,1.55,0.74,98.44,100.61
2020,7,27,6.38,0.7,26.83,29.79,24.05,0.5,85.19,1.34,2.08,0.56,97.25,100.57
2020,7,28,5.7,0.62,26.91,29.74,24.37,0.09,84.06,1.49,1.94,0.93,117.38,100.58
2020,7,29,6.47,0.7,26.45,29.58,23.46,0.0,85.81,1.67,2.02,1.08,104.12,100.62
2020,7,30,6.65,0.72,26.1,29.59,22.12,0.0,83.81,1.48,2.38,0.73,114.38,100.63
2020,7,31,6.35,0.69,27.18,29.8,23.69,0.0,78.88,1.36,2.3,0.71,137.06,100.6
2020,8,1,5.6,0.6,27.73,30.23,25.16,0.03,80.31,1.3,2.23,0.67,150.81,100.65
2020,8,2,5.51,0.59,27.19,30.01,24.93,0.17,82.06,1.49,2.3,0.8,105.81,100.7
2020,8,3,5.86,0.62,27.07,30.01,24.24,0.35,80.75,1.41,2.05,0.74,102.69,100.83
2020,8,4,5.77,0.62,27.4,30.01,24.87,0.84,80.62,1.18,2.02,0.59,97.56,100.8
2020,8,5,4.66,0.5,27.15,29.55,25.25,3.27,84.25,1.28,2.07,0.57,87.38,100.67
2020,8,6,5.98,0.63,26.96,29.74,24.64,1.14,85.06,1.41,1.97,0.86,93.88,100.57
2020,8,7,5.93,0.62,27.26,30.24,24.58,0.35,82.25,1.41,2.02,0.92,100.19,100.66
2020,8,8,6.05,0.64,27.3,30.12,24.53,0.35,82.25,1.3,2.23,0.48,96.06,100.72
2020,8,9,6.09,0.64,27.46,30.37,24.84,1.42,82.06,1.39,2.23,0.62,92.81,100.65
2020,8,10,5.9,0.62,27.62,30.69,24.58,0.05,80.81,1.44,2.23,0.78,83.94,100.44
2020,8,11,4.91,0.52,27.51,30.44,24.62,1.71,84.12,1.3,1.9,0.81,97.31,100.3
2020,8,12,3.62,0.38,27.53,30.15,25.69,5.0,86.81,1.29,1.64,0.67,74.31,100.25
2020,8,13,5.33,0.55,27.39,30.26,24.93,1.88,88.0,1.37,1.82,0.76,62.94,100.22
2020,8,14,6.44,0.67,27.87,31.15,24.79,0.04,84.44,1.48,2.1,0.78,65.25,100.14
2020,8,15,5.95,0.62,27.46,30.4,24.08,0.27,84.31,1.42,1.95,0.83,54.19,100.2
2020,8,16,5.77,0.6,28.31,30.95,25.56,0.14,78.38,1.3,1.93,0.73,58.12,100.22
2020,8,17,5.55,0.58,28.57,31.2,26.4,0.24,79.5,1.23,2.15,0.58,70.44,100.2
2020,8,18,5.61,0.58,28.62,31.4,25.77,1.34,78.81,1.3,1.97,0.68,29.06,100.2
2020,8,19,6.34,0.66,28.14,31.55,24.79,0.37,80.94,1.61,2.19,0.99,49.94,100.25
2020,8,20,6.46,0.66,28.3,31.71,24.81,0.0,81.69,1.41,1.86,0.77,54.69,100.34
2020,8,21,5.95,0.61,28.55,31.87,24.54,0.04,79.62,1.32,2.11,0.91,67.0,100.35
2020,8,22,4.62,0.48,27.07,29.84,24.79,0.24,81.25,1.54,2.1,0.84,217.19,100.55
2020,8,23,5.33,0.55,26.12,29.53,23.35,0.05,80.88,1.33,1.81,0.58,258.81,100.6
2020,8,24,4.34,0.45,27.31,30.3,24.24,0.0,78.69,0.98,1.9,0.05,276.94,100.49
2020,8,25,4.58,0.47,28.32,30.64,26.23,0.6,73.5,0.98,1.6,0.33,93.06,100.36
2020,8,26,5.61,0.57,28.95,31.76,26.04,0.49,71.31,1.09,1.46,0.66,65.81,100.36
2020,8,27,5.93,0.6,29.1,32.26,26.55,1.99,71.88,0.83,1.46,0.19,183.81,100.42
2020,8,28,5.03,0.51,27.78,29.44,26.08,3.08,80.94,1.15,1.84,0.2,275.0,100.41
2020,8,29,5.2,0.52,28.31,31.24,24.92,3.12,76.94,0.91,1.98,0.15,175.94,100.28
2020,8,30,4.24,0.43,26.61,29.17,25.02,6.48,86.31,1.28,1.8,0.62,307.38,100.4
2020,8,31,5.84,0.59,27.56,31.07,23.94,1.53,79.75,1.21,2.02,0.65,153.94,100.51
2020,9,1,3.57,0.36,27.26,30.08,24.68,2.12,81.69,1.26,1.83,0.73,77.94,100.5
2020,9,2,6.38,0.64,28.3,32.08,24.77,0.63,75.62,1.48,2.14,0.95,64.81,100.32
2020,9,3,5.93,0.59,28.64,31.73,25.05,0.16,73.75,1.29,1.82,0.73,65.5,100.32
2020,9,4,6.21,0.62,29.02,33.08,25.35,0.03,72.94,1.67,2.06,1.2,64.75,100.42
2020,9,5,6.83,0.68,29.23,34.08,24.22,0.08,71.12,1.43,1.89,0.95,50.62,100.39
2020,9,6,6.73,0.67,30.06,34.51,25.57,0.06,60.69,1.09,1.65,0.6,57.0,100.26
2020,9,7,5.55,0.55,30.21,33.74,27.57,0.32,62.0,1.04,1.95,0.45,90.0,100.09
2020,9,8,5.33,0.53,28.94,32.62,26.19,0.29,73.62,1.13,1.59,0.6,201.56,100.16
2020,9,9,5.94,0.59,28.23,30.57,25.76,2.07,79.38,0.75,1.44,0.1,218.25,100.4
2020,9,10,4.1,0.41,29.03,32.09,26.19,3.0,72.38,0.89,1.44,0.1,194.38,100.46
2020,9,11,4.98,0.49,28.56,31.62,25.58,1.12,75.31,0.93,1.8,0.31,223.88,100.31
2020,9,12,6.58,0.65,30.48,33.81,27.53,0.48,64.94,0.75,1.46,0.13,136.56,100.24
2020,9,13,4.0,0.39,30.35,34.33,26.24,2.28,66.25,1.18,1.72,0.45,76.31,100.3
2020,9,14,5.42,0.53,30.4,34.81,26.73,1.77,69.44,1.27,1.69,0.74,64.81,100.39
2020,9,15,4.37,0.43,28.64,32.2,26.42,3.19,79.06,1.18,1.55,0.28,289.0,100.4
2020,9,16,4.23,0.41,28.26,32.23,25.51,3.75,81.5,1.32,1.52,0.95,289.44,100.32
2020,9,17,4.74,0.46,28.7,32.95,25.89,3.03,78.44,1.05,1.6,0.27,305.81,100.32
2020,9,18,5.71,0.55,29.38,33.35,25.46,0.92,74.19,1.12,1.55,0.48,192.94,100.28
2020,9,19,6.72,0.66,31.4,35.95,26.68,0.0,63.62,0.98,1.81,0.04,145.12,100.26
2020,9,20,6.37,0.62,31.08,35.67,27.16,0.09,65.44,1.17,1.6,0.47,222.25,100.23
2020,9,21,5.03,0.49,29.43,32.3,27.31,0.33,76.0,0.97,1.52,0.14,170.38,100.31
2020,9,22,4.34,0.42,29.56,32.86,26.69,3.12,71.62,1.25,2.05,0.21,138.44,100.35
2020,9,23,5.81,0.56,29.06,32.15,26.04,0.91,75.19,1.12,1.95,0.19,147.19,100.49
2020,9,24,5.6,0.54,30.25,34.01,27.31,17.31,67.38,0.77,1.46,0.1,181.44,100.49
2020,9,25,4.12,0.4,26.76,28.19,25.15,26.69,91.81,1.28,1.62,0.94,304.0,100.54
2020,9,26,2.85,0.27,26.16,28.35,24.35,25.36,87.62,0.88,1.68,0.1,233.5,100.46
2020,9,27,6.2,0.6,26.95,28.61,24.79,0.57,79.81,0.72,1.38,0.12,163.44,100.34
2020,9,28,5.03,0.48,28.58,31.53,26.58,2.96,72.81,1.0,2.07,0.13,87.19,100.26
2020,9,29,3.58,0.34,27.62,29.7,25.41,2.27,81.25,1.1,1.72,0.45,96.44,100.33
2020,9,30,6.63,0.64,27.35,29.45,25.87,0.55,82.19,1.01,1.8,0.46,217.12,100.36
2020,10,1,5.47,0.52,26.94,29.19,25.05,3.06,85.12,1.09,1.8,0.29,253.19,100.28
2020,10,2,5.58,0.54,27.73,30.15,25.08,1.61,80.62,0.76,1.8,0.04,215.88,100.24
2020,10,3,5.89,0.56,28.83,32.26,26.43,1.07,75.25,1.01,1.89,0.46,167.38,100.26
2020,10,4,4.51,0.43,27.9,30.6,25.41,3.27,83.75,1.06,1.55,0.29,204.5,100.29
2020,10,5,4.68,0.45,26.8,29.1,25.51,9.48,90.38,1.08,1.65,0.12,233.44,100.31
2020,10,6,4.09,0.39,26.37,28.67,24.76,6.15,87.12,1.09,1.79,0.29,241.44,100.41
2020,10,7,5.43,0.52,27.22,28.94,25.05,0.64,80.12,0.87,1.73,0.13,136.44,100.49
2020,10,8,5.16,0.49,27.95,30.71,24.62,0.36,76.31,1.08,2.01,0.35,204.62,100.48
2020,10,9,6.03,0.58,28.68,32.34,25.87,5.11,75.56,1.12,1.74,0.19,190.25,100.48
2020,10,10,5.52,0.53,26.88,28.96,25.22,11.01,87.94,0.95,1.63,0.38,313.5,100.52
2020,10,11,5.57,0.53,28.3,31.46,25.63,4.58,75.44,0.84,1.8,0.21,212.62,100.4
2020,10,12,5.82,0.55,29.26,31.57,27.06,1.61,70.31,0.91,1.45,0.37,157.38,100.32
2020,10,13,4.14,0.4,28.05,29.58,26.81,4.21,77.38,0.88,1.52,0.06,172.0,100.29
2020,10,14,4.4,0.42,27.08,30.22,25.3,4.46,83.94,1.17,1.91,0.55,131.56,100.24
2020,10,15,5.18,0.49,27.76,30.49,25.93,2.25,79.25,0.85,1.89,0.09,179.94,100.31
2020,10,16,6.2,0.59,28.19,30.98,25.03,0.17,78.12,1.02,1.71,0.47,186.12,100.37
2020,10,17,5.44,0.52,28.97,32.33,26.23,0.2,73.56,1.02,1.89,0.05,194.12,100.26
2020,10,18,4.54,0.44,28.08,30.66,26.24,1.14,81.25,1.02,1.79,0.22,218.81,100.17
2020,10,19,4.39,0.42,27.31,28.81,26.33,14.3,83.75,1.11,1.85,0.13,141.31,100.18
2020,10,20,4.97,0.48,28.8,31.34,26.16,2.52,75.62,1.01,1.44,0.7,130.19,100.21
2020,10,21,4.35,0.41,28.26,29.81,26.37,3.07,81.06,1.05,1.87,0.46,138.62,100.33
2020,10,22,5.5,0.52,27.75,30.8,25.69,2.0,84.88,1.07,1.82,0.31,222.44,100.34
2020,10,23,4.12,0.39,27.1,29.44,25.67,4.56,86.75,1.02,1.58,0.19,220.31,100.33
2020,10,24,2.76,0.27,26.43,28.13,25.08,12.9,90.62,0.91,1.71,0.34,188.31,100.3
2020,10,25,4.85,0.46,26.69,29.03,24.76,0.41,87.75,1.17,1.88,0.07,231.31,100.29
2020,10,26,5.94,0.57,28.2,31.64,25.16,3.02,82.88,1.26,1.89,0.47,243.0,100.21
2020,10,27,2.31,0.22,27.08,28.22,25.98,14.52,89.75,0.72,1.84,0.02,173.0,100.14
2020,10,28,5.96,0.57,28.1,31.08,25.12,3.94,80.38,1.09,1.77,0.51,151.25,99.99
2020,10,29,4.87,0.47,27.56,29.44,25.76,14.13,86.81,1.19,1.9,0.38,109.38,100.08
2020,10,30,3.89,0.38,26.96,29.21,25.08,4.06,88.12,1.3,2.16,0.46,131.81,100.22
2020,10,31,5.89,0.56,27.66,29.44,25.38,9.74,84.31,0.88,1.73,0.35,158.88,100.3
2020,11,1,4.08,0.39,26.76,28.5,25.27,8.55,88.12,1.12,1.69,0.46,272.94,100.34
2020,11,2,5.56,0.53,27.37,30.41,24.75,0.0,80.5,1.28,1.77,0.85,281.44,100.21
2020,11,3,6.38,0.61,28.58,31.62,24.88,9.37,73.5,1.03,2.04,0.28,280.19,100.24
2020,11,4,3.56,0.34,27.99,30.1,26.17,10.98,79.62,1.1,1.89,0.38,241.88,100.31
2020,11,5,4.43,0.42,27.47,30.73,24.8,1.83,82.12,1.27,2.01,0.59,313.69,100.21
2020,11,6,4.79,0.46,26.83,28.76,25.02,0.1,86.5,0.91,1.73,0.21,186.94,100.18
2020,11,7,5.49,0.52,27.47,29.29,25.29,24.06,83.31,1.2,1.76,0.47,93.31,100.27
2020,11,8,3.45,0.33,27.33,29.9,25.12,13.26,85.75,1.34,1.88,0.64,133.81,100.33
2020,11,9,4.97,0.48,27.4,30.37,24.76,8.02,86.5,1.09,1.66,0.51,224.75,100.37
2020,11,10,5.7,0.55,28.25,30.59,25.08,3.91,81.0,0.97,1.54,0.27,130.25,100.31
2020,11,11,4.48,0.43,28.69,31.31,26.63,2.63,78.44,1.03,2.05,0.41,181.5,100.29
2020,11,12,5.48,0.52,27.63,29.11,25.75,1.15,82.5,0.8,1.77,0.11,155.38,100.27
2020,11,13,3.41,0.33,27.48,28.12,26.72,2.38,82.5,0.51,0.93,0.06,178.81,100.29
2020,11,14,4.97,0.48,27.72,29.29,25.81,12.31,83.94,1.02,1.68,0.48,188.31,100.19
2020,11,15,4.41,0.42,27.03,28.65,25.73,6.99,89.62,1.16,1.76,0.21,92.75,100.26
2020,11,16,4.8,0.46,27.68,28.89,26.25,1.54,84.94,0.74,1.46,0.29,153.62,100.27
2020,11,17,4.64,0.45,26.97,28.06,25.56,12.23,88.88,0.92,1.53,0.48,210.62,100.18
2020,11,18,3.45,0.34,26.09,27.96,24.98,6.59,91.31,1.09,1.51,0.65,150.69,100.28
2020,11,19,4.87,0.47,27.34,30.41,24.22,0.0,82.06,1.29,1.71,0.61,75.38,100.3
2020,11,20,5.98,0.58,27.9,30.5,24.55,10.97,78.94,0.93,1.62,0.12,94.69,100.23
2020,11,21,2.57,0.25,26.08,27.38,24.94,19.74,92.19,1.16,2.16,0.46,246.62,100.26
2020,11,22,4.11,0.4,27.01,29.66,24.48,0.69,83.88,0.91,1.65,0.25,177.94,100.28
2020,11,23,4.93,0.48,27.4,30.02,24.94,11.41,86.06,1.18,1.75,0.51,66.25,100.24
2020,11,24,2.82,0.27,26.76,28.19,25.52,31.42,92.25,0.99,1.58,0.03,164.12,100.29
2020,11,25,3.58,0.34,25.99,27.72,24.89,21.25,91.19,1.24,1.78,0.38,141.06,100.34
2020,11,26,5.05,0.49,26.37,29.21,24.12,3.93,88.5,1.38,1.77,0.96,65.25,100.26
2020,11,27,4.23,0.41,26.26,28.5,24.04,0.65,85.69,1.15,1.74,0.48,92.75,100.32
2020,11,28,5.99,0.58,27.27,29.64,24.64,0.05,82.94,1.23,1.81,0.37,104.81,100.34
2020,11,29,2.07,0.2,27.19,28.52,25.62,11.76,84.75,0.88,1.77,0.2,134.5,100.39
2020,11,30,1.92,0.19,25.73,27.33,24.54,17.47,92.75,1.01,1.77,0.2,244.19,100.42
2020,12,1,5.3,0.52,26.37,28.65,24.38,1.12,87.81,1.02,1.67,0.41,97.88,100.37
2020,12,2,5.79,0.56,27.6,29.73,25.83,0.16,83.25,0.96,1.64,0.38,129.81,100.28
2020,12,3,3.95,0.38,27.04,29.3,25.05,2.33,88.88,1.16,1.61,0.62,57.06,100.25
2020,12,4,5.25,0.51,26.8,28.66,25.12,1.36,89.62,1.46,1.98,0.75,105.56,100.34
2020,12,5,5.67,0.55,27.37,29.96,24.68,0.06,85.25,1.31,2.0,0.7,134.81,100.38
2020,12,6,5.18,0.51,26.97,28.42,25.4,10.18,90.44,1.07,1.87,0.2,198.38,100.3
2020,12,7,1.81,0.18,25.69,26.78,24.63,25.33,94.0,1.2,1.6,0.4,161.44,100.42
2020,12,8,5.31,0.52,26.75,29.38,24.14,6.53,86.88,1.13,1.66,0.51,109.12,100.49
2020,12,9,4.92,0.48,26.84,29.05,25.14,9.44,88.25,1.19,1.76,0.33,83.0,100.48
2020,12,10,4.42,0.43,26.41,28.57,24.62,6.0,89.5,1.41,1.93,0.75,81.88,100.36
2020,12,11,3.19,0.31,26.44,28.91,24.47,8.43,87.44,1.24,1.77,0.65,122.12,100.33
2020,12,12,6.55,0.64,27.02,29.68,24.55,0.85,84.88,1.41,1.84,0.74,109.12,100.32
2020,12,13,4.9,0.48,27.51,29.67,25.05,0.04,82.38,1.41,2.06,0.74,119.19,100.34
