-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -7.5   Longitude -63.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 66.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_KT,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2020,11,2,0.59,6.26,27.33,30.9,23.73,82.81,0.07,100.03,0.62,1.12,0.18,246.56
2020,11,3,0.45,4.86,26.93,29.98,23.73,88.44,4.06,100.1,0.83,1.37,0.26,250.94
2020,11,4,0.59,6.31,26.82,29.54,24.29,87.5,0.26,100.11,0.58,1.42,0.02,141.31
2020,11,5,0.52,5.53,27.08,30.7,23.67,85.62,0.64,99.98,0.74,1.26,0.26,217.31
2020,11,6,0.57,6.13,27.17,30.35,23.55,85.75,0.37,99.94,0.64,1.4,0.12,124.19
2020,11,7,0.59,6.32,27.08,30.11,24.29,87.81,0.47,100.1,0.82,1.3,0.41,87.56
2020,11,8,0.38,4.01,26.67,28.58,25.01,92.25,7.1,100.17,0.8,1.27,0.36,99.44
2020,11,9,0.46,4.91,25.71,28.08,24.01,92.88,10.82,100.29,0.79,1.06,0.45,87.31
2020,11,10,0.55,5.82,26.87,30.73,23.44,83.38,2.71,100.19,0.64,1.29,0.14,152.25
2020,11,11,0.36,3.87,25.08,27.54,22.95,93.75,6.34,100.24,0.84,1.41,0.48,146.62
2020,11,12,0.54,5.77,26.62,30.75,22.9,83.5,1.82,100.17,0.65,1.08,0.07,152.44
2020,11,13,0.25,2.68,26.19,28.3,24.75,91.06,12.82,100.16,0.68,1.26,0.12,108.19
2020,11,14,0.59,6.23,27.18,30.93,23.27,85.44,2.33,100.04,0.53,1.26,0.09,121.19
2020,11,15,0.41,4.42,26.9,29.56,24.14,90.69,4.81,100.09,0.81,1.37,0.2,132.75
2020,11,16,0.48,5.06,26.77,29.51,24.3,91.38,5.86,100.14,0.59,1.36,0.13,170.44
2020,11,17,0.38,4.11,26.32,29.05,24.0,90.5,10.47,100.07,0.73,1.37,0.22,253.88
2020,11,18,0.45,4.74,25.54,28.33,23.81,91.88,3.34,100.1,0.65,0.8,0.45,196.81
2020,11,19,0.52,5.6,26.78,30.69,23.15,86.31,1.04,100.11,0.81,1.34,0.36,64.75
2020,11,20,0.45,4.75,26.14,28.83,23.86,91.38,7.68,100.09,0.6,1.2,0.15,111.25
2020,11,21,0.55,5.95,26.41,29.36,23.92,89.69,9.05,100.08,0.74,1.31,0.25,266.06
2020,11,22,0.56,5.98,25.87,28.19,23.98,94.81,5.01,100.07,0.59,1.34,0.16,198.5
2020,11,23,0.53,5.65,26.34,28.83,24.26,91.94,0.79,100.08,0.68,1.2,0.08,161.75
2020,11,24,0.45,4.73,25.62,27.28,24.12,92.12,0.93,100.1,0.91,1.24,0.46,88.75
2020,11,25,0.52,5.5,26.08,29.25,23.26,91.0,1.42,100.09,0.88,1.25,0.41,50.38
2020,11,26,0.41,4.32,26.25,28.81,24.31,90.0,17.06,100.06,0.81,1.18,0.4,39.69
2020,11,27,0.37,3.94,26.19,29.51,23.95,91.56,6.72,100.1,0.59,1.16,0.11,104.62
2020,11,28,0.64,6.86,26.98,30.53,23.71,87.31,4.76,100.22,0.68,1.37,0.22,68.12
2020,11,29,0.52,5.59,26.54,30.13,23.55,89.62,4.45,100.22,0.66,1.31,0.09,267.56
2020,11,30,0.42,4.53,25.92,28.65,23.62,93.06,8.14,100.22,0.65,1.05,0.3,177.56
2020,12,1,0.49,5.21,26.27,29.4,23.82,89.31,0.67,100.22,0.8,1.38,0.31,62.56
2020,12,2,0.53,5.7,26.9,30.88,23.42,86.12,0.31,100.1,0.8,1.39,0.46,28.69
2020,12,3,0.48,5.08,26.73,30.62,23.35,87.81,3.54,100.12,0.68,1.21,0.39,68.31
2020,12,4,0.41,4.38,26.4,29.4,24.16,91.56,10.16,100.24,0.82,1.2,0.3,59.0
2020,12,5,0.52,5.48,26.51,29.35,24.56,91.12,2.2,100.31,0.69,1.22,0.1,198.0
2020,12,6,0.31,3.33,25.19,26.71,23.45,96.12,16.92,100.25,0.7,1.23,0.38,219.81
2020,12,7,0.42,4.54,25.84,29.33,23.37,89.38,1.51,100.29,0.84,1.3,0.41,152.06
2020,12,8,0.54,5.77,26.73,30.46,23.94,88.06,0.86,100.33,0.77,1.28,0.34,69.88
2020,12,9,0.46,4.95,26.69,30.12,23.67,90.06,19.75,100.28,0.81,1.34,0.47,138.25
2020,12,10,0.3,3.21,25.64,27.63,24.13,93.44,11.16,100.2,0.59,1.05,0.02,72.31
2020,12,11,0.31,3.3,25.9,29.08,23.41,90.38,1.85,100.15,0.81,1.31,0.47,41.38
2020,12,12,0.33,3.49,24.92,27.39,23.17,89.69,0.79,100.29,0.92,1.38,0.54,94.94
2020,12,13,0.43,4.59,26.18,29.69,22.62,89.69,0.02,100.2,0.95,1.43,0.39,72.56
2020,12,14,0.4,4.26,26.48,29.57,23.95,89.25,16.19,100.22,0.59,1.07,0.04,102.62
2020,12,15,0.52,5.53,25.6,28.04,23.75,91.94,4.9,100.13,0.84,1.28,0.27,121.62
2020,12,16,0.65,6.92,26.14,29.8,23.4,87.69,0.18,100.19,0.8,1.25,0.42,112.19
2020,12,17,0.62,6.58,26.19,29.18,23.89,90.81,3.83,100.21,0.66,1.18,0.17,81.81
2020,12,18,0.56,6.04,25.89,28.62,23.55,92.19,7.92,100.16,0.65,1.3,0.19,213.69
2020,12,19,0.51,5.41,25.88,29.0,23.54,90.94,2.41,100.09,0.65,1.1,0.25,207.12
2020,12,20,0.51,5.4,26.44,29.44,23.8,89.12,0.48,100.09,0.76,1.38,0.12,87.06
2020,12,21,0.41,4.4,26.69,29.9,23.88,88.5,0.69,100.18,0.62,1.17,0.3,51.75
2020,12,22,0.47,4.99,25.8,28.37,24.08,92.38,2.71,100.2,0.51,0.9,0.08,95.31
2020,12,23,0.44,4.64,26.34,30.03,23.62,87.56,0.4,100.13,0.73,1.33,0.11,227.81
2020,12,24,0.45,4.77,26.77,30.53,23.3,87.75,1.56,99.98,0.77,1.24,0.37,242.25
2020,12,25,0.48,5.16,26.41,29.15,24.68,92.88,21.43,99.85,0.73,1.21,0.25,148.56
2020,12,26,0.15,1.61,25.38,27.28,24.19,95.62,13.81,99.83,0.84,1.2,0.24,113.94
2020,12,27,0.23,2.46,25.51,28.47,23.44,91.75,5.56,99.98,0.86,1.19,0.25,37.19
2020,12,28,0.45,4.73,25.26,27.71,23.3,92.75,6.96,100.23,0.74,1.13,0.22,110.06
2020,12,29,0.35,3.79,25.75,28.77,23.44,91.62,4.77,100.17,0.68,1.34,0.15,158.81
2020,12,30,0.37,3.95,25.3,28.53,23.12,92.06,8.15,100.12,0.91,1.25,0.61,113.88
2020,12,31,0.57,6.14,26.1,29.62,22.61,89.12,2.95,100.2,0.85,1.27,0.32,67.56
2021,1,1,0.43,4.56,26.39,29.28,23.8,91.75,7.56,100.29,0.84,1.52,0.27,116.88
2021,1,2,0.53,5.68,26.91,29.67,24.94,88.81,9.85,100.18,0.71,1.42,0.36,90.19
2021,1,3,0.28,3.03,25.51,27.68,23.55,93.25,4.86,100.15,0.78,1.23,0.22,205.31
2021,1,4,0.45,4.82,25.59,29.01,22.6,89.94,2.09,100.14,0.92,1.38,0.51,91.0
2021,1,5,0.44,4.65,25.98,29.12,23.51,91.31,7.63,100.11,0.73,1.3,0.28,91.19
2021,1,6,0.51,5.42,25.83,28.0,24.26,92.69,5.94,100.23,0.66,1.26,0.12,125.25
2021,1,7,0.3,3.19,25.45,27.95,23.71,92.25,1.91,100.35,0.75,0.94,0.51,233.81
2021,1,8,0.56,5.99,25.34,28.88,23.08,92.19,0.93,100.28,0.73,1.3,0.19,255.56
2021,1,9,0.24,2.59,25.94,28.92,23.25,90.06,5.73,100.22,0.77,1.04,0.36,248.38
2021,1,10,0.48,5.23,26.43,29.84,23.54,88.31,5.47,100.22,0.73,1.33,0.3,153.62
2021,1,11,0.51,5.47,26.41,29.55,23.55,87.12,0.57,100.23,0.78,1.06,0.3,288.88
2021,1,12,0.57,6.12,26.1,28.83,23.74,90.75,2.95,100.21,0.72,1.32,0.01,249.56
2021,1,13,0.55,5.86,25.81,28.74,23.63,92.25,3.31,100.17,0.69,1.23,0.22,187.5
2021,1,14,0.3,3.21,25.43,27.69,23.49,93.25,4.66,100.12,0.59,1.24,0.22,269.94
2021,1,15,0.56,6.05,26.13,29.38,23.58,88.94,2.04,100.01,0.67,1.38,0.19,201.75
2021,1,16,0.37,3.97,26.27,29.5,23.87,90.44,1.65,100.0,0.65,1.12,0.23,121.31
2021,1,17,0.38,4.15,26.8,30.27,23.63,89.12,0.67,99.99,0.82,1.41,0.37,48.25
2021,1,18,0.43,4.66,26.58,29.67,24.11,89.94,2.48,100.1,0.57,1.17,0.15,145.38
2021,1,19,0.29,3.15,24.51,25.38,23.18,97.06,6.62,100.22,0.53,0.8,0.2,169.94
2021,1,20,0.29,3.07,24.48,27.0,22.58,93.75,6.55,100.18,0.64,1.28,0.12,232.81
2021,1,21,0.26,2.74,24.93,27.73,22.87,93.19,4.15,100.19,0.74,1.29,0.11,69.88
2021,1,22,0.51,5.49,25.66,28.9,23.46,91.12,3.87,100.25,0.87,1.4,0.35,83.19
2021,1,23,0.55,5.96,25.3,27.41,23.44,91.75,4.11,100.28,0.79,1.01,0.33,81.94
2021,1,24,0.2,2.19,25.05,27.65,22.68,90.81,19.56,100.27,0.77,1.4,0.31,123.88
2021,1,25,0.59,6.31,25.84,29.9,21.87,86.88,3.91,100.1,0.69,1.38,0.02,135.62
2021,1,26,0.53,5.71,25.33,27.69,23.41,94.19,19.71,100.1,0.88,1.26,0.37,53.62
2021,1,27,0.37,3.99,26.05,28.82,23.68,90.44,2.43,100.13,0.76,1.27,0.1,87.38
2021,1,28,0.38,4.05,25.87,28.44,23.88,92.31,15.01,100.1,0.78,1.2,0.2,60.19
2021,1,29,0.38,4.08,25.65,28.03,24.05,91.62,4.62,100.08,0.86,1.26,0.23,55.81
2021,1,30,0.45,4.79,26.03,29.51,23.31,90.69,1.19,100.16,0.93,1.3,0.48,77.5
2021,1,31,0.47,5.03,26.8,30.29,23.58,88.94,2.58,100.19,0.78,1.34,0.16,71.81
2021,2,1,0.57,6.17,26.62,29.14,24.51,88.31,1.02,100.1,0.69,1.09,0.17,109.69
2021,2,2,0.27,2.92,25.89,27.45,24.44,91.88,2.71,100.15,0.65,1.14,0.23,97.94
2021,2,3,0.55,5.95,26.91,30.3,23.15,86.12,4.75,100.18,0.67,1.34,0.23,117.12
2021,2,4,0.51,5.49,26.62,28.18,24.5,91.19,13.95,100.22,0.55,1.38,0.11,173.62
2021,2,5,0.15,1.56,25.9,27.8,23.84,94.44,21.21,100.19,0.73,1.37,0.24,282.5
2021,2,6,0.44,4.77,26.41,30.02,23.87,87.31,1.3,100.22,0.73,1.31,0.05,213.5
2021,2,7,0.29,3.11,26.56,29.97,23.92,90.12,0.91,100.19,0.69,1.14,0.25,52.44
2021,2,8,0.41,4.4,26.9,30.03,24.44,87.19,0.1,100.12,0.61,1.04,0.18,172.62
2021,2,9,0.23,2.54,25.81,28.05,24.08,93.12,2.97,100.13,0.66,1.29,0.17,210.0
2021,2,10,0.35,3.76,25.64,28.05,23.83,92.5,11.59,100.11,0.76,1.3,0.2,75.81
2021,2,11,0.44,4.71,25.58,28.63,23.45,92.38,16.43,100.08,0.72,1.21,0.45,69.06
2021,2,12,0.53,5.73,25.66,28.58,23.55,92.69,15.5,100.07,0.8,1.27,0.24,132.38
2021,2,13,0.28,3.03,25.45,27.81,23.35,95.69,23.35,100.13,0.69,1.23,0.24,120.12
2021,2,14,0.28,3.01,25.62,27.99,23.44,93.38,7.12,100.17,0.65,1.32,0.03,99.19
2021,2,15,0.44,4.75,26.39,30.05,24.04,89.94,2.18,100.16,0.88,1.23,0.43,58.94
2021,2,16,0.52,5.64,26.08,29.45,23.44,91.88,11.93,100.21,0.83,1.33,0.4,149.62
2021,2,17,0.2,2.21,24.83,26.48,23.35,94.88,15.21,100.23,0.79,1.3,0.29,147.31
2021,2,18,0.59,6.33,26.25,30.35,22.15,85.69,0.4,100.16,1.0,1.55,0.45,61.31
2021,2,19,0.33,3.5,25.88,28.5,23.79,91.94,49.84,100.23,0.7,1.44,0.1,159.38
2021,2,20,0.3,3.22,25.04,27.85,23.44,92.75,23.62,100.28,0.57,1.04,0.09,164.19
2021,2,21,0.35,3.8,26.05,29.37,22.99,87.19,4.44,100.19,0.58,1.18,0.22,306.56
2021,2,22,0.52,5.53,25.84,28.87,23.34,90.88,3.49,100.2,0.66,1.46,0.04,175.88
2021,2,23,0.44,4.68,25.94,28.77,23.1,90.25,2.08,100.24,0.98,1.39,0.34,61.81
2021,2,24,0.48,5.14,25.37,27.78,23.58,91.44,7.21,100.28,0.78,1.42,0.24,84.81
2021,2,25,0.48,5.17,26.19,30.22,22.48,85.12,1.46,100.16,0.85,1.42,0.52,59.94
2021,2,26,0.43,4.63,25.88,29.02,23.05,90.56,0.42,100.05,0.9,1.26,0.25,135.94
2021,2,27,0.44,4.66,25.18,27.11,23.62,94.81,28.21,100.12,0.78,1.11,0.4,112.69
2021,2,28,0.49,5.28,25.42,29.05,22.63,90.56,37.52,100.02,0.64,1.34,0.14,180.75
2021,3,1,0.28,3.02,25.18,27.68,23.06,94.56,18.44,99.92,0.76,1.24,0.21,161.94
2021,3,2,0.31,3.3,24.95,27.19,23.56,94.62,37.28,100.07,0.84,1.25,0.48,271.56
2021,3,3,0.36,3.79,25.28,28.8,22.77,91.25,11.37,100.31,0.63,1.04,0.08,83.88
2021,3,4,0.37,3.9,24.85,27.53,22.84,93.69,22.19,100.35,0.73,1.31,0.29,83.62
2021,3,5,0.5,5.3,25.51,28.98,22.97,91.69,4.82,100.22,0.77,1.19,0.41,68.25
2021,3,6,0.57,6.03,26.25,30.33,22.19,87.88,1.02,100.19,0.91,1.41,0.36,105.94
2021,3,7,0.53,5.64,26.05,28.21,24.45,92.06,8.52,100.27,0.53,0.88,0.12,98.88
2021,3,8,0.34,3.63,26.73,29.87,24.05,88.88,2.95,100.28,0.59,1.02,0.08,120.31
2021,3,9,0.41,4.37,25.19,27.58,23.49,92.88,1.62,100.28,0.66,0.98,0.37,164.12
2021,3,10,0.29,3.07,25.19,28.3,22.6,90.25,1.02,100.24,0.75,1.22,0.34,193.0
2021,3,11,0.41,4.38,25.84,29.17,22.9,88.38,2.2,100.22,0.74,1.27,0.23,72.94
2021,3,12,0.41,4.28,25.62,28.37,23.33,91.75,6.12,100.31,0.69,1.39,0.18,126.62
2021,3,13,0.55,5.85,25.36,27.56,23.77,93.19,20.49,100.29,0.75,1.39,0.18,143.81
2021,3,14,0.38,3.9,25.51,28.64,23.33,92.31,18.97,100.28,0.8,1.24,0.3,71.0
2021,3,15,0.36,3.77,25.7,28.86,23.36,90.44,11.35,100.27,0.58,1.28,0.02,210.5
2021,3,16,0.62,6.57,26.05,29.62,22.98,89.25,1.99,100.13,0.7,1.35,0.09,73.88
2021,3,17,0.31,3.3,25.37,27.53,23.61,95.38,7.08,100.16,0.8,1.3,0.2,135.69
2021,3,18,0.43,4.51,24.41,26.62,22.48,91.31,0.4,100.24,0.73,1.25,0.32,78.12
2021,3,19,0.41,4.24,25.62,29.01,22.39,86.75,0.93,100.15,0.59,1.05,0.2,187.88
2021,3,20,0.26,2.69,23.76,24.83,21.83,94.56,7.74,100.35,0.73,1.22,0.12,99.75
2021,3,21,0.48,5.04,25.16,29.51,21.69,90.06,2.84,100.31,0.84,1.34,0.33,116.75
2021,3,22,0.48,4.94,25.64,28.87,22.98,91.25,5.73,100.28,0.88,1.45,0.25,114.88
2021,3,23,0.31,3.24,24.67,26.62,22.83,95.38,20.76,100.31,0.77,1.44,0.11,116.38
2021,3,24,0.47,4.82,25.02,27.59,22.82,95.19,13.5,100.33,0.82,1.35,0.25,61.44
2021,3,25,0.38,3.96,25.63,28.92,23.05,92.19,4.82,100.37,0.77,1.2,0.36,76.88
2021,3,26,0.52,5.29,25.91,29.44,22.99,90.69,3.82,100.26,0.86,1.46,0.27,61.62
2021,3,27,0.47,4.76,24.99,26.76,23.43,96.44,12.95,100.22,0.91,1.46,0.32,43.44
2021,3,28,0.55,5.61,25.41,28.65,22.98,91.31,4.35,100.22,0.85,1.27,0.2,51.06
2021,3,29,0.42,4.33,25.76,28.69,23.51,91.75,5.27,100.26,0.8,1.28,0.38,147.5
2021,3,30,0.4,4.04,26.13,29.33,23.51,88.25,13.73,100.25,0.46,1.29,0.07,137.31
2021,3,31,0.45,4.53,24.67,25.89,23.4,94.56,13.3,100.21,0.63,1.25,0.07,256.69
2021,4,1,0.58,5.83,25.9,29.61,23.0,87.31,0.64,100.08,0.75,1.41,0.07,97.56
2021,4,2,0.49,4.93,25.83,28.66,22.63,90.62,1.01,100.15,0.91,1.37,0.19,87.5
2021,4,3,0.34,3.49,25.54,27.8,23.99,94.75,6.26,100.25,0.8,1.35,0.3,124.94
2021,4,4,0.48,4.76,25.61,28.32,23.45,91.88,0.9,100.21,0.91,1.4,0.15,145.56
2021,4,5,0.53,5.32,26.72,30.28,22.69,87.38,0.14,100.17,0.88,1.55,0.04,133.5
2021,4,6,0.49,4.92,26.62,28.84,24.15,89.38,1.21,100.19,0.71,1.27,0.26,75.81
2021,4,7,0.36,3.56,26.19,28.38,24.42,90.31,1.27,100.22,0.6,1.05,0.07,178.25
2021,4,8,0.57,5.66,26.92,30.41,22.69,86.62,0.1,100.16,0.66,1.02,0.27,131.94
2021,4,9,0.46,4.55,26.01,27.37,24.83,90.75,2.23,100.25,0.64,1.09,0.13,142.25
2021,4,10,0.54,5.34,25.83,28.55,24.07,89.62,1.68,100.26,0.63,1.26,0.34,161.31
2021,4,11,0.5,4.95,25.9,29.09,23.05,92.81,13.87,100.24,0.7,1.16,0.41,108.31
2021,4,12,0.49,4.85,25.16,28.6,22.67,91.12,1.21,100.35,0.66,1.09,0.21,89.31
2021,4,13,0.53,5.17,26.08,29.32,22.69,90.31,2.82,100.33,0.85,1.29,0.25,166.12
2021,4,14,0.4,3.87,25.77,28.57,23.72,93.5,1.55,100.31,0.8,1.45,0.47,188.06
2021,4,15,0.52,5.0,26.41,30.05,23.37,89.44,1.08,100.19,0.65,1.09,0.14,110.81
2021,4,16,0.47,4.55,25.66,27.61,24.27,95.5,4.31,100.19,0.69,1.06,0.26,85.88
2021,4,17,0.32,3.11,25.37,27.47,23.53,95.75,22.59,100.28,0.67,1.24,0.22,51.44
2021,4,18,0.41,3.96,25.43,28.82,22.92,91.0,2.55,100.32,0.66,1.02,0.23,87.06
2021,4,19,0.48,4.65,25.63,29.01,23.39,90.12,1.06,100.4,0.74,1.01,0.38,11.31
2021,4,20,0.55,5.26,25.81,29.32,22.65,90.75,12.08,100.36,0.75,1.27,0.06,73.44
2021,4,21,0.26,2.44,24.8,26.59,23.29,95.31,8.89,100.34,0.91,1.16,0.3,165.56
2021,4,22,0.62,5.89,25.9,30.05,22.01,88.06,0.11,100.24,0.85,1.53,0.05,38.06
2021,4,23,0.52,4.95,25.49,27.76,23.65,95.19,22.11,100.25,0.85,1.32,0.35,52.12
2021,4,24,0.49,4.64,25.6,28.37,23.48,93.38,2.09,100.24,0.83,1.4,0.16,144.0
2021,4,25,0.45,4.25,26.06,29.08,23.33,93.19,3.32,100.24,0.71,1.38,0.2,96.88
2021,4,26,0.43,4.04,26.26,29.11,24.36,90.69,1.78,100.24,0.84,1.27,0.26,133.62
2021,4,27,0.5,4.7,26.25,28.43,23.76,88.31,0.39,100.25,0.62,1.23,0.14,124.56
2021,4,28,0.52,4.78,25.4,27.73,23.63,92.88,1.12,100.32,0.88,1.31,0.52,126.75
2021,4,29,0.45,4.11,25.78,28.86,23.11,92.31,2.59,100.36,0.89,1.31,0.34,128.5
2021,4,30,0.4,3.72,25.87,28.78,23.53,90.69,1.19,100.39,0.89,1.3,0.33,121.0
2021,5,1,0.45,4.15,26.08,29.3,23.23,90.0,2.08,100.39,0.84,1.34,0.12,100.62
2021,5,2,0.48,4.48,25.25,27.69,23.48,91.5,1.47,100.42,0.73,1.25,0.16,133.31
2021,5,3,0.46,4.2,25.2,27.76,22.98,89.88,0.21,100.41,0.7,1.22,0.09,160.0
2021,5,4,0.52,4.7,25.78,29.23,22.59,88.69,2.01,100.43,0.88,1.42,0.33,92.44
2021,5,5,0.55,5.01,25.87,28.87,23.18,90.75,3.58,100.44,0.79,1.41,0.33,76.38
2021,5,6,0.59,5.31,25.78,29.12,22.97,92.62,9.84,100.41,0.95,1.47,0.46,73.12
2021,5,7,0.3,2.72,24.82,27.46,23.03,91.81,3.7,100.55,0.98,1.32,0.42,108.88
2021,5,8,0.47,4.22,24.11,27.05,22.01,88.62,0.07,100.64,0.95,1.36,0.57,168.56
2021,5,9,0.41,3.75,24.83,28.34,21.31,90.25,2.45,100.55,0.8,1.11,0.27,178.44
2021,5,10,0.4,3.59,24.9,26.62,23.7,96.88,5.6,100.46,0.7,0.88,0.45,160.69
2021,5,11,0.55,4.98,25.87,29.59,22.74,91.25,1.55,100.36,0.87,1.53,0.43,121.19
2021,5,12,0.5,4.44,26.4,29.58,23.33,91.38,4.03,100.38,0.88,1.54,0.31,150.5
2021,5,13,0.37,3.26,26.06,28.73,23.7,89.38,1.26,100.42,0.75,1.02,0.27,115.06
2021,5,14,0.45,4.06,25.91,28.84,23.4,90.5,1.59,100.4,0.84,1.29,0.4,162.19
2021,5,15,0.5,4.46,25.53,27.58,23.96,94.38,4.86,100.37,0.74,0.98,0.37,139.38
2021,5,16,0.61,5.4,25.72,28.15,24.05,92.5,0.03,100.41,0.76,1.34,0.32,126.75
2021,5,17,0.48,4.27,25.55,28.41,23.26,92.31,0.53,100.47,1.01,1.52,0.32,123.69
2021,5,18,0.63,5.53,26.15,29.49,22.65,87.5,1.53,100.45,0.84,1.35,0.23,115.75
2021,5,19,0.55,4.84,26.3,29.46,23.46,89.44,1.14,100.38,0.76,1.27,0.32,67.5
2021,5,20,0.61,5.34,26.22,29.54,22.9,88.56,0.07,100.31,0.77,1.45,0.23,19.44
2021,5,21,0.6,5.25,26.73,30.05,23.65,90.12,0.1,100.24,0.79,1.32,0.25,47.06
2021,5,22,0.34,2.93,27.09,30.26,24.29,90.19,0.48,100.24,0.77,1.35,0.25,48.19
2021,5,23,0.49,4.29,26.83,29.48,25.32,91.88,2.16,100.26,0.71,1.26,0.27,141.06
2021,5,24,0.41,3.57,26.3,28.72,24.54,92.0,1.2,100.37,0.8,1.0,0.4,166.0
2021,5,25,0.28,2.44,26.34,29.51,23.69,90.62,0.03,100.41,0.9,1.26,0.42,169.5
2021,5,26,0.65,5.59,26.43,29.67,23.94,90.94,0.01,100.47,0.91,1.55,0.39,167.44
2021,5,27,0.69,5.93,26.66,30.12,22.66,88.06,0.0,100.39,0.91,1.47,0.25,147.44
2021,5,28,0.62,5.33,26.71,29.94,24.19,89.12,0.02,100.27,0.82,1.42,0.23,87.44
2021,5,29,0.58,4.95,26.26,29.52,23.56,90.62,0.02,100.27,0.88,1.37,0.34,84.56
2021,5,30,0.62,5.25,26.63,29.84,23.51,89.38,0.0,100.34,1.01,1.5,0.3,97.69
2021,5,31,0.65,5.55,26.96,29.97,24.62,89.62,0.0,100.41,0.75,1.44,0.24,102.5
2021,6,1,0.7,6.0,26.36,29.65,23.4,88.5,0.0,100.3,0.98,1.67,0.32,122.19
2021,6,2,0.71,6.04,26.1,29.79,22.64,87.81,0.02,100.27,0.96,1.73,0.16,114.44
2021,6,3,0.68,5.8,26.02,30.01,22.01,90.0,0.04,100.34,0.92,1.59,0.43,106.12
2021,6,4,0.59,5.02,26.15,29.6,22.88,90.12,0.03,100.37,0.94,1.55,0.17,107.25
2021,6,5,0.59,5.01,26.11,28.44,24.18,91.81,0.0,100.34,0.73,1.36,0.09,87.81
2021,6,6,0.53,4.49,25.86,28.51,23.41,93.38,3.21,100.3,0.81,1.44,0.21,91.56
2021,6,7,0.52,4.33,26.07,28.44,24.62,92.5,1.51,100.27,0.64,1.29,0.2,81.81
2021,6,8,0.53,4.5,26.48,29.65,24.11,90.0,1.29,100.31,0.77,1.4,0.21,69.75
2021,6,9,0.58,4.87,26.35,29.68,23.19,89.56,1.06,100.36,0.77,1.48,0.04,177.44
2021,6,10,0.62,5.21,26.05,29.58,22.93,90.38,0.38,100.4,0.85,1.42,0.05,156.44
2021,6,11,0.66,5.53,25.85,28.58,23.15,90.12,0.06,100.44,0.8,1.4,0.16,125.81
2021,6,12,0.32,2.7,25.91,28.9,22.23,87.88,0.51,100.44,0.84,1.56,0.2,124.0
2021,6,13,0.58,4.83,26.01,29.45,22.35,87.75,0.11,100.46,0.81,1.65,0.09,159.19
2021,6,14,0.6,5.05,25.95,29.45,22.55,87.56,0.15,100.49,0.8,1.55,0.19,120.44
2021,6,15,0.43,3.57,25.98,29.06,22.71,88.75,1.03,100.54,0.69,1.43,0.29,150.12
2021,6,16,0.55,4.61,25.75,29.1,23.23,91.5,0.31,100.47,0.77,1.41,0.34,153.56
2021,6,17,0.54,4.51,25.47,27.83,23.3,91.88,1.09,100.49,0.77,1.36,0.2,119.69
2021,6,18,0.51,4.26,25.46,27.4,23.99,92.38,4.77,100.57,0.66,1.21,0.33,102.75
2021,6,19,0.41,3.46,25.26,27.98,23.82,93.06,1.82,100.61,0.73,1.22,0.39,162.38
2021,6,20,0.45,3.7,24.42,26.24,23.01,96.25,5.76,100.62,0.84,1.23,0.34,171.44
2021,6,21,0.27,2.29,24.87,28.8,21.66,92.56,0.87,100.57,0.92,1.37,0.27,167.5
2021,6,22,0.25,2.1,25.62,29.4,21.53,88.5,0.08,100.57,0.95,1.62,0.27,134.69
2021,6,23,0.27,2.24,25.86,29.88,21.56,88.5,0.03,100.5,0.88,1.66,0.26,144.56
2021,6,24,0.53,4.46,25.48,29.39,21.33,88.5,0.04,100.42,0.98,1.79,0.21,118.38
2021,6,25,0.65,5.41,25.8,29.29,23.26,89.69,0.03,100.38,0.82,1.56,0.23,76.25
2021,6,26,0.61,5.09,25.63,28.77,23.04,90.81,0.51,100.28,0.85,1.47,0.32,88.88
2021,6,27,0.56,4.69,25.73,28.32,23.98,91.56,0.55,100.33,0.76,1.34,0.21,134.06
2021,6,28,0.52,4.35,25.84,28.92,23.62,89.06,0.99,100.49,0.69,1.34,0.11,124.56
2021,6,29,0.3,2.45,22.97,25.29,20.4,83.69,0.32,100.9,1.15,1.51,0.38,168.19
2021,6,30,0.67,5.6,20.8,24.67,17.12,78.0,0.0,100.91,0.78,1.55,0.16,167.56
